"cluster","00:00:00","01:00:00","02:00:00","03:00:00","04:00:00","05:00:00","06:00:00","07:00:00","08:00:00","09:00:00","10:00:00","11:00:00","12:00:00","13:00:00","14:00:00","15:00:00","16:00:00","17:00:00","18:00:00","19:00:00","20:00:00","21:00:00","22:00:00","23:00:00","load_condition","frequency"
"Shape 3",0.665961527282438,0.672886822734818,0.690379351159902,0.702110556483525,0.714919346165364,0.760234822091756,0.79101742469761,0.819579904817146,0.857479332738656,0.847040266658287,0.83867282304621,0.826315861129818,0.799067470590143,0.77405689977449,0.749616010187384,0.731076406631576,0.69887704218396,0.634071561059995,0.597141398741525,0.601762747990834,0.613064525096337,0.608861221840304,0.586906144913574,0.587746425491376,"Summer weekends","Infrequent load shape"
"Shape 3",0.665961527282438,0.672886822734818,0.690379351159902,0.702110556483525,0.714919346165364,0.760234822091756,0.79101742469761,0.819579904817146,0.857479332738656,0.847040266658287,0.83867282304621,0.826315861129818,0.799067470590143,0.77405689977449,0.749616010187384,0.731076406631576,0.69887704218396,0.634071561059995,0.597141398741525,0.601762747990834,0.613064525096337,0.608861221840304,0.586906144913574,0.587746425491376,"Summer workdays","Infrequent load shape"
"Shape 3",0.665961527282438,0.672886822734818,0.690379351159902,0.702110556483525,0.714919346165364,0.760234822091756,0.79101742469761,0.819579904817146,0.857479332738656,0.847040266658287,0.83867282304621,0.826315861129818,0.799067470590143,0.77405689977449,0.749616010187384,0.731076406631576,0.69887704218396,0.634071561059995,0.597141398741525,0.601762747990834,0.613064525096337,0.608861221840304,0.586906144913574,0.587746425491376,"Winter weekends","Infrequent load shape"
"Shape 3",0.665961527282438,0.672886822734818,0.690379351159902,0.702110556483525,0.714919346165364,0.760234822091756,0.79101742469761,0.819579904817146,0.857479332738656,0.847040266658287,0.83867282304621,0.826315861129818,0.799067470590143,0.77405689977449,0.749616010187384,0.731076406631576,0.69887704218396,0.634071561059995,0.597141398741525,0.601762747990834,0.613064525096337,0.608861221840304,0.586906144913574,0.587746425491376,"Winter workdays","Infrequent load shape"
"Shape 4",0.283041733663321,0.276917005267579,0.271354049280825,0.269495100230093,0.268418184335806,0.28001586424489,0.338609769094244,0.489448081195569,0.616982687125425,0.755768934391023,0.847229710504076,0.892442578551402,0.916899581885269,0.922723992809269,0.914481847070654,0.891433592247181,0.829276116058307,0.709784691227385,0.568469538125699,0.445947089225027,0.381852715050105,0.34244406068946,0.310364708172127,0.291926102801502,"Summer workdays","Infrequent load shape"
"Shape 4",0.283041733663321,0.276917005267579,0.271354049280825,0.269495100230093,0.268418184335806,0.28001586424489,0.338609769094244,0.489448081195569,0.616982687125425,0.755768934391023,0.847229710504076,0.892442578551402,0.916899581885269,0.922723992809269,0.914481847070654,0.891433592247181,0.829276116058307,0.709784691227385,0.568469538125699,0.445947089225027,0.381852715050105,0.34244406068946,0.310364708172127,0.291926102801502,"Summer weekends","Infrequent load shape"
"Shape 4",0.283041733663321,0.276917005267579,0.271354049280825,0.269495100230093,0.268418184335806,0.28001586424489,0.338609769094244,0.489448081195569,0.616982687125425,0.755768934391023,0.847229710504076,0.892442578551402,0.916899581885269,0.922723992809269,0.914481847070654,0.891433592247181,0.829276116058307,0.709784691227385,0.568469538125699,0.445947089225027,0.381852715050105,0.34244406068946,0.310364708172127,0.291926102801502,"Winter weekends","Infrequent load shape"
"Shape 4",0.283041733663321,0.276917005267579,0.271354049280825,0.269495100230093,0.268418184335806,0.28001586424489,0.338609769094244,0.489448081195569,0.616982687125425,0.755768934391023,0.847229710504076,0.892442578551402,0.916899581885269,0.922723992809269,0.914481847070654,0.891433592247181,0.829276116058307,0.709784691227385,0.568469538125699,0.445947089225027,0.381852715050105,0.34244406068946,0.310364708172127,0.291926102801502,"Winter workdays","Infrequent load shape"
"Shape 5",0.422110797948289,0.405101750471186,0.402387068165055,0.387175181212674,0.384951123029409,0.388097859438519,0.394998272615643,0.385613692025759,0.387794559479845,0.416423138793333,0.450702853673783,0.484601584999152,0.52614192057868,0.581657470695391,0.637603216549239,0.666739506360594,0.687579913741145,0.724020987453696,0.758391775485287,0.769868736890147,0.774809633742463,0.679010085625975,0.569475864228079,0.47569943294463,"Summer weekends","Infrequent load shape"
"Shape 5",0.422110797948289,0.405101750471186,0.402387068165055,0.387175181212674,0.384951123029409,0.388097859438519,0.394998272615643,0.385613692025759,0.387794559479845,0.416423138793333,0.450702853673783,0.484601584999152,0.52614192057868,0.581657470695391,0.637603216549239,0.666739506360594,0.687579913741145,0.724020987453696,0.758391775485287,0.769868736890147,0.774809633742463,0.679010085625975,0.569475864228079,0.47569943294463,"Summer workdays","Infrequent load shape"
"Shape 5",0.422110797948289,0.405101750471186,0.402387068165055,0.387175181212674,0.384951123029409,0.388097859438519,0.394998272615643,0.385613692025759,0.387794559479845,0.416423138793333,0.450702853673783,0.484601584999152,0.52614192057868,0.581657470695391,0.637603216549239,0.666739506360594,0.687579913741145,0.724020987453696,0.758391775485287,0.769868736890147,0.774809633742463,0.679010085625975,0.569475864228079,0.47569943294463,"Winter workdays","Infrequent load shape"
"Shape 5",0.422110797948289,0.405101750471186,0.402387068165055,0.387175181212674,0.384951123029409,0.388097859438519,0.394998272615643,0.385613692025759,0.387794559479845,0.416423138793333,0.450702853673783,0.484601584999152,0.52614192057868,0.581657470695391,0.637603216549239,0.666739506360594,0.687579913741145,0.724020987453696,0.758391775485287,0.769868736890147,0.774809633742463,0.679010085625975,0.569475864228079,0.47569943294463,"Winter weekends","Infrequent load shape"
"Shape 6",0.410028547338105,0.382504491283178,0.369180362948494,0.36456611691159,0.364707090727841,0.385597896867312,0.450243310158351,0.550182924333289,0.664983551193831,0.773372872075606,0.855784037251867,0.907693136900689,0.935213771755485,0.94761417846759,0.951656567468753,0.952599085705424,0.934922532899331,0.8820358462562,0.800635583166709,0.743999716123125,0.702383418316602,0.650478003744745,0.569567865641432,0.480615886093331,"Summer weekends","Infrequent load shape"
"Shape 6",0.410028547338105,0.382504491283178,0.369180362948494,0.36456611691159,0.364707090727841,0.385597896867312,0.450243310158351,0.550182924333289,0.664983551193831,0.773372872075606,0.855784037251867,0.907693136900689,0.935213771755485,0.94761417846759,0.951656567468753,0.952599085705424,0.934922532899331,0.8820358462562,0.800635583166709,0.743999716123125,0.702383418316602,0.650478003744745,0.569567865641432,0.480615886093331,"Summer workdays","Frequent load shape"
"Shape 6",0.410028547338105,0.382504491283178,0.369180362948494,0.36456611691159,0.364707090727841,0.385597896867312,0.450243310158351,0.550182924333289,0.664983551193831,0.773372872075606,0.855784037251867,0.907693136900689,0.935213771755485,0.94761417846759,0.951656567468753,0.952599085705424,0.934922532899331,0.8820358462562,0.800635583166709,0.743999716123125,0.702383418316602,0.650478003744745,0.569567865641432,0.480615886093331,"Winter weekends","Infrequent load shape"
"Shape 6",0.410028547338105,0.382504491283178,0.369180362948494,0.36456611691159,0.364707090727841,0.385597896867312,0.450243310158351,0.550182924333289,0.664983551193831,0.773372872075606,0.855784037251867,0.907693136900689,0.935213771755485,0.94761417846759,0.951656567468753,0.952599085705424,0.934922532899331,0.8820358462562,0.800635583166709,0.743999716123125,0.702383418316602,0.650478003744745,0.569567865641432,0.480615886093331,"Winter workdays","Frequent load shape"
"Shape 7",0.871636446441157,0.869036522584569,0.864424823596259,0.861641525182364,0.863069251461383,0.867162599117459,0.870370416990126,0.850826368158542,0.811203458942717,0.787767547041206,0.778853579062242,0.773029116734612,0.773092420472549,0.77514622502625,0.773040485448543,0.776985625936761,0.778440376164084,0.788837946423984,0.804472730798223,0.827870416604294,0.856144358489806,0.872218780313589,0.862786061974474,0.849198623987009,"Winter weekends","Frequent load shape"
"Shape 7",0.871636446441157,0.869036522584569,0.864424823596259,0.861641525182364,0.863069251461383,0.867162599117459,0.870370416990126,0.850826368158542,0.811203458942717,0.787767547041206,0.778853579062242,0.773029116734612,0.773092420472549,0.77514622502625,0.773040485448543,0.776985625936761,0.778440376164084,0.788837946423984,0.804472730798223,0.827870416604294,0.856144358489806,0.872218780313589,0.862786061974474,0.849198623987009,"Summer weekends","Frequent load shape"
"Shape 7",0.871636446441157,0.869036522584569,0.864424823596259,0.861641525182364,0.863069251461383,0.867162599117459,0.870370416990126,0.850826368158542,0.811203458942717,0.787767547041206,0.778853579062242,0.773029116734612,0.773092420472549,0.77514622502625,0.773040485448543,0.776985625936761,0.778440376164084,0.788837946423984,0.804472730798223,0.827870416604294,0.856144358489806,0.872218780313589,0.862786061974474,0.849198623987009,"Summer workdays","Infrequent load shape"
"Shape 7",0.871636446441157,0.869036522584569,0.864424823596259,0.861641525182364,0.863069251461383,0.867162599117459,0.870370416990126,0.850826368158542,0.811203458942717,0.787767547041206,0.778853579062242,0.773029116734612,0.773092420472549,0.77514622502625,0.773040485448543,0.776985625936761,0.778440376164084,0.788837946423984,0.804472730798223,0.827870416604294,0.856144358489806,0.872218780313589,0.862786061974474,0.849198623987009,"Winter workdays","Infrequent load shape"
"Shape 8",0.430452764742476,0.426189642188105,0.423884416550176,0.423823704467914,0.433762970242562,0.490082687958618,0.595885288713347,0.708345112638489,0.817032145259103,0.892316001409685,0.929886089926321,0.946034806303086,0.944268345491054,0.941882659631606,0.931672675440695,0.909663905701141,0.856810335536523,0.746742985686979,0.633935586322798,0.54698644407624,0.504128298130626,0.470632437659922,0.448554439698662,0.432862375719162,"Summer workdays","Frequent load shape"
"Shape 8",0.430452764742476,0.426189642188105,0.423884416550176,0.423823704467914,0.433762970242562,0.490082687958618,0.595885288713347,0.708345112638489,0.817032145259103,0.892316001409685,0.929886089926321,0.946034806303086,0.944268345491054,0.941882659631606,0.931672675440695,0.909663905701141,0.856810335536523,0.746742985686979,0.633935586322798,0.54698644407624,0.504128298130626,0.470632437659922,0.448554439698662,0.432862375719162,"Winter weekends","Infrequent load shape"
"Shape 8",0.430452764742476,0.426189642188105,0.423884416550176,0.423823704467914,0.433762970242562,0.490082687958618,0.595885288713347,0.708345112638489,0.817032145259103,0.892316001409685,0.929886089926321,0.946034806303086,0.944268345491054,0.941882659631606,0.931672675440695,0.909663905701141,0.856810335536523,0.746742985686979,0.633935586322798,0.54698644407624,0.504128298130626,0.470632437659922,0.448554439698662,0.432862375719162,"Summer weekends","Infrequent load shape"
"Shape 8",0.430452764742476,0.426189642188105,0.423884416550176,0.423823704467914,0.433762970242562,0.490082687958618,0.595885288713347,0.708345112638489,0.817032145259103,0.892316001409685,0.929886089926321,0.946034806303086,0.944268345491054,0.941882659631606,0.931672675440695,0.909663905701141,0.856810335536523,0.746742985686979,0.633935586322798,0.54698644407624,0.504128298130626,0.470632437659922,0.448554439698662,0.432862375719162,"Winter workdays","Frequent load shape"
"Shape 9",0.916791221516573,0.912871139157606,0.909361982811726,0.907388740557616,0.907200269685826,0.909543235819305,0.914817597455677,0.920549377288705,0.92157246074891,0.924301495027417,0.931698686680469,0.93834813117399,0.942458327057939,0.944419472717291,0.945930777244096,0.946044027023347,0.944213283078366,0.939955950315971,0.937315888370246,0.935016526204991,0.933373852487532,0.929097209580977,0.923214322950366,0.914722003248859,"Summer weekends","Frequent load shape"
"Shape 9",0.916791221516573,0.912871139157606,0.909361982811726,0.907388740557616,0.907200269685826,0.909543235819305,0.914817597455677,0.920549377288705,0.92157246074891,0.924301495027417,0.931698686680469,0.93834813117399,0.942458327057939,0.944419472717291,0.945930777244096,0.946044027023347,0.944213283078366,0.939955950315971,0.937315888370246,0.935016526204991,0.933373852487532,0.929097209580977,0.923214322950366,0.914722003248859,"Summer workdays","Infrequent load shape"
"Shape 9",0.916791221516573,0.912871139157606,0.909361982811726,0.907388740557616,0.907200269685826,0.909543235819305,0.914817597455677,0.920549377288705,0.92157246074891,0.924301495027417,0.931698686680469,0.93834813117399,0.942458327057939,0.944419472717291,0.945930777244096,0.946044027023347,0.944213283078366,0.939955950315971,0.937315888370246,0.935016526204991,0.933373852487532,0.929097209580977,0.923214322950366,0.914722003248859,"Winter weekends","Frequent load shape"
"Shape 9",0.916791221516573,0.912871139157606,0.909361982811726,0.907388740557616,0.907200269685826,0.909543235819305,0.914817597455677,0.920549377288705,0.92157246074891,0.924301495027417,0.931698686680469,0.93834813117399,0.942458327057939,0.944419472717291,0.945930777244096,0.946044027023347,0.944213283078366,0.939955950315971,0.937315888370246,0.935016526204991,0.933373852487532,0.929097209580977,0.923214322950366,0.914722003248859,"Winter workdays","Infrequent load shape"
